Subject ID,Slice Index,Haarpsi,VSI,VIF,NQM,LPIPS,Motion_Level,sequence
brain_AXT1PRE_209_6001105,6,48,49,35,32,43,4,t1
brain_AXT1PRE_209_6001105,7,48,48,31,29,40,4,t1
brain_AXT1PRE_209_6001105,8,48,48,31,31,40,4,t1
brain_AXT1PRE_209_6001105,9,48,48,28,29,39,4,t1
brain_AXT1PRE_209_6000989,0,48,48,34,31,41,4,t1
brain_AXT1PRE_209_6000989,1,48,48,35,30,41,4,t1
brain_AXT1PRE_209_6000989,2,47,48,30,29,38,4,t1
brain_AXT1PRE_209_6000989,3,48,49,36,29,43,4,t1
brain_AXT1PRE_209_6000989,4,48,48,32,29,41,4,t1
brain_AXT1PRE_209_6000989,5,48,48,32,31,41,4,t1
brain_AXT1PRE_209_6000989,6,48,48,33,30,42,4,t1
brain_AXT1PRE_209_6000989,7,47,48,29,29,40,4,t1
brain_AXT1PRE_209_6000989,8,48,48,29,31,41,4,t1
brain_AXT1PRE_209_6000989,9,48,48,28,28,41,4,t1
brain_AXT1PRE_205_6000155,0,48,48,34,26,39,4,t1
brain_AXT1PRE_205_6000155,1,42,45,24,24,29,4,t1
brain_AXT1PRE_205_6000155,2,44,47,28,25,31,4,t1
brain_AXT1PRE_205_6000155,3,46,48,33,27,37,4,t1
brain_AXT1PRE_205_6000155,4,45,47,30,26,34,4,t1
brain_AXT1PRE_205_6000155,5,45,47,29,27,33,4,t1
brain_AXT1PRE_205_6000155,6,46,47,30,27,36,4,t1
brain_AXT1PRE_205_6000155,7,48,49,36,30,41,4,t1
brain_AXT1PRE_205_6000155,8,49,49,39,34,44,4,t1
brain_AXT1PRE_205_6000155,9,48,48,30,27,40,4,t1
brain_AXT1PRE_205_6000149,0,44,45,26,22,31,4,t1
brain_AXT1PRE_205_6000149,1,46,47,31,27,35,4,t1
brain_AXT1PRE_205_6000149,2,47,47,32,29,36,4,t1
brain_AXT1PRE_205_6000149,3,45,47,29,28,33,4,t1
brain_AXT1PRE_205_6000149,4,46,48,32,28,36,4,t1
brain_AXT1PRE_205_6000149,5,47,48,34,27,38,4,t1
brain_AXT1PRE_205_6000149,6,49,49,37,31,42,4,t1
brain_AXT1PRE_205_6000149,7,49,49,37,32,43,4,t1
brain_AXT1PRE_205_6000149,8,48,49,32,30,40,4,t1
brain_AXT1PRE_205_6000149,9,48,49,35,32,42,4,t1
brain_AXT1PRE_205_6000146,0,45,46,26,23,33,4,t1
brain_AXT1PRE_205_6000146,1,44,46,26,23,32,4,t1
brain_AXT1PRE_205_6000146,2,44,46,25,24,31,4,t1
brain_AXT1PRE_205_6000146,3,44,47,26,25,31,4,t1
brain_AXT1PRE_205_6000146,4,45,47,29,24,36,4,t1
brain_AXT1PRE_205_6000146,5,44,46,25,20,33,4,t1
brain_AXT1PRE_205_6000146,6,48,49,35,28,42,4,t1
brain_AXT1PRE_205_6000146,7,46,48,31,26,39,4,t1
brain_AXT1PRE_205_6000146,8,48,48,33,29,41,4,t1
brain_AXT1PRE_205_6000146,9,48,49,36,30,43,4,t1
brain_AXT1PRE_205_6000036,0,46,47,31,30,36,4,t1
brain_AXT1PRE_205_6000036,1,48,48,34,30,37,4,t1
brain_AXT1PRE_205_6000036,2,46,47,30,29,34,4,t1
brain_AXT1PRE_205_6000036,3,46,47,29,29,32,4,t1
brain_AXT1PRE_205_6000036,4,47,47,31,31,36,4,t1
brain_AXT1PRE_205_6000036,5,48,48,35,33,37,4,t1
brain_AXT1PRE_205_6000036,6,48,48,34,31,39,4,t1
brain_AXT1PRE_205_6000036,7,47,48,34,30,39,4,t1
brain_AXT1PRE_205_6000036,8,48,49,35,31,41,4,t1
brain_AXT1PRE_205_6000036,9,49,49,35,32,42,4,t1
brain_AXT1PRE_205_6000021,0,47,47,31,23,36,4,t1
brain_AXT1PRE_205_6000021,1,47,47,30,24,34,4,t1
brain_AXT1PRE_205_6000021,2,43,46,26,18,30,4,t1
brain_AXT1PRE_205_6000021,3,46,48,31,27,35,4,t1
brain_AXT1PRE_205_6000021,4,47,48,33,23,37,4,t1
brain_AXT1PRE_205_6000021,5,48,48,34,29,40,4,t1
brain_AXT1PRE_205_6000021,6,46,48,32,27,38,4,t1
brain_AXT1PRE_205_6000021,7,49,49,38,32,43,4,t1
brain_AXT1PRE_205_6000021,8,48,48,35,30,42,4,t1
brain_AXT1PRE_205_6000021,9,48,48,32,28,40,4,t1
brain_AXT1PRE_203_6000856,0,46,47,31,28,36,4,t1
brain_AXT1PRE_203_6000856,1,48,48,35,29,41,4,t1
brain_AXT1PRE_203_6000856,2,47,48,33,27,40,4,t1
brain_AXT1PRE_203_6000856,3,48,48,32,25,41,4,t1
brain_AXT1PRE_203_6000856,4,47,48,29,29,38,4,t1
brain_AXT1PRE_203_6000856,5,49,48,33,31,41,4,t1
brain_AXT1PRE_203_6000856,6,48,48,33,31,42,4,t1
brain_AXT1PRE_203_6000856,7,49,48,32,31,42,4,t1
brain_AXT1PRE_203_6000856,8,47,47,27,27,40,4,t1
brain_AXT1PRE_203_6000856,9,48,48,28,27,41,4,t1
brain_AXT1PRE_203_6000843,0,47,48,32,28,38,4,t1
brain_AXT1PRE_203_6000843,1,44,46,27,26,32,4,t1
brain_AXT1PRE_203_6000843,2,47,47,29,22,36,4,t1
brain_AXT1PRE_203_6000843,3,45,47,29,25,34,4,t1
brain_AXT1PRE_203_6000843,4,48,48,32,28,40,4,t1
brain_AXT1PRE_203_6000843,5,47,47,31,22,39,4,t1
brain_AXT1PRE_203_6000843,6,47,48,30,23,38,4,t1
brain_AXT1PRE_203_6000843,7,48,48,32,27,41,4,t1
brain_AXT1PRE_203_6000843,8,49,48,32,30,42,4,t1
brain_AXT1PRE_203_6000843,9,48,48,29,30,41,4,t1
brain_AXT1PRE_203_6000811,0,46,47,30,28,36,4,t1
brain_AXT1PRE_203_6000811,1,46,47,29,28,37,4,t1
brain_AXT1PRE_203_6000811,2,48,48,33,30,39,4,t1
brain_AXT1PRE_203_6000811,3,46,47,29,28,36,4,t1
brain_AXT1PRE_203_6000811,4,47,48,32,29,39,4,t1
brain_AXT1PRE_203_6000811,5,46,47,29,28,37,4,t1
brain_AXT1PRE_203_6000811,6,45,46,29,27,35,4,t1
brain_AXT1PRE_203_6000811,7,48,49,34,30,42,4,t1
brain_AXT1PRE_203_6000811,8,48,48,30,28,40,4,t1
brain_AXT1PRE_203_6000811,9,48,48,32,28,42,4,t1
brain_AXT1PRE_203_6000807,0,45,47,29,26,36,4,t1
brain_AXT1PRE_203_6000807,1,46,47,30,25,39,4,t1
brain_AXT1PRE_203_6000807,2,44,46,27,25,34,4,t1
brain_AXT1PRE_203_6000807,3,47,48,31,25,39,4,t1
brain_AXT1PRE_203_6000807,4,47,47,29,24,38,4,t1
brain_AXT1PRE_203_6000807,5,45,46,26,19,37,4,t1
brain_AXT1PRE_203_6000807,6,46,47,29,26,40,4,t1
brain_AXT1PRE_203_6000807,7,47,48,29,26,40,4,t1
brain_AXT1PRE_203_6000807,8,48,48,30,28,42,4,t1
brain_AXT1PRE_203_6000807,9,47,47,27,23,40,4,t1
brain_AXT1PRE_203_6000761,0,45,46,28,26,33,4,t1
brain_AXT1PRE_203_6000761,1,45,46,27,23,35,4,t1
brain_AXT1PRE_203_6000761,2,46,47,27,26,34,4,t1
brain_AXT1PRE_203_6000761,3,46,47,29,28,38,4,t1
brain_AXT1PRE_203_6000761,4,47,48,30,30,39,4,t1
brain_AXT1PRE_203_6000761,5,47,48,29,30,40,4,t1
brain_AXT1PRE_203_6000761,6,48,48,28,28,40,4,t1
brain_AXT1PRE_203_6000761,7,48,48,32,32,42,4,t1
brain_AXT1PRE_203_6000761,8,47,48,28,30,40,4,t1
brain_AXT1PRE_203_6000761,9,48,48,32,32,42,4,t1
brain_AXT1PRE_203_6000777,0,47,47,29,28,38,4,t1
brain_AXT1PRE_203_6000777,1,47,47,29,25,39,4,t1
brain_AXT1PRE_203_6000777,2,44,46,27,26,36,4,t1
brain_AXT1PRE_203_6000777,3,47,48,30,29,39,4,t1
brain_AXT1PRE_203_6000777,4,46,47,28,23,39,4,t1
brain_AXT1PRE_203_6000777,5,43,46,24,25,36,4,t1
brain_AXT1PRE_203_6000777,6,47,47,28,30,40,4,t1
brain_AXT1PRE_203_6000777,7,46,47,26,24,39,4,t1
brain_AXT1PRE_203_6000777,8,45,45,22,26,37,4,t1
brain_AXT1PRE_203_6000777,9,46,47,26,25,40,4,t1
brain_AXT1PRE_203_6000744,0,41,44,23,20,31,4,t1
brain_AXT1PRE_203_6000744,1,46,47,30,25,36,4,t1
brain_AXT1PRE_203_6000744,2,46,47,29,29,36,4,t1
brain_AXT1PRE_203_6000744,3,46,47,30,29,37,4,t1
brain_AXT1PRE_203_6000744,4,45,47,29,27,37,4,t1
brain_AXT1PRE_203_6000744,5,48,49,35,31,43,4,t1
brain_AXT1PRE_203_6000744,6,48,48,31,32,41,4,t1
brain_AXT1PRE_203_6000744,7,48,48,32,30,41,4,t1
brain_AXT1PRE_203_6000744,8,48,48,32,33,42,4,t1
brain_AXT1PRE_203_6000744,9,46,46,26,30,38,4,t1
brain_AXT1PRE_203_6000724,0,47,48,31,29,37,4,t1
brain_AXT1PRE_203_6000724,1,45,47,29,26,35,4,t1
brain_AXT1PRE_203_6000724,2,45,46,28,21,35,4,t1
brain_AXT1PRE_203_6000724,3,47,47,29,26,37,4,t1
brain_AXT1PRE_203_6000724,4,44,46,27,22,35,4,t1
brain_AXT1PRE_203_6000724,5,46,47,29,26,37,4,t1
brain_AXT1PRE_203_6000724,6,44,46,26,21,36,4,t1
brain_AXT1PRE_203_6000724,7,46,47,26,22,39,4,t1
brain_AXT1PRE_203_6000724,8,48,48,29,29,40,4,t1
brain_AXT1PRE_203_6000724,9,49,48,31,30,42,4,t1
brain_AXT1PRE_203_6000721,0,45,46,27,24,35,4,t1
brain_AXT1PRE_203_6000721,1,47,47,29,29,38,4,t1
brain_AXT1PRE_203_6000721,2,46,47,30,28,38,4,t1
brain_AXT1PRE_203_6000721,3,46,46,28,26,37,4,t1
brain_AXT1PRE_203_6000721,4,46,47,29,23,38,4,t1
brain_AXT1PRE_203_6000721,5,45,46,28,28,38,4,t1
brain_AXT1PRE_203_6000721,6,45,47,27,26,38,4,t1
brain_AXT1PRE_203_6000721,7,47,47,28,25,40,4,t1
brain_AXT1PRE_203_6000721,8,47,47,27,29,40,4,t1
brain_AXT1PRE_203_6000721,9,48,48,30,30,42,4,t1
brain_AXT1PRE_203_6000719,0,46,47,31,28,37,4,t1
brain_AXT1PRE_203_6000719,1,45,47,31,27,37,4,t1
brain_AXT1PRE_203_6000719,2,47,48,33,30,39,4,t1
brain_AXT1PRE_203_6000719,3,46,47,30,24,38,4,t1
brain_AXT1PRE_203_6000719,4,47,48,31,27,40,4,t1
brain_AXT1PRE_203_6000719,5,48,48,32,26,41,4,t1
brain_AXT1PRE_203_6000719,6,48,48,32,25,42,4,t1
brain_AXT1PRE_203_6000719,7,48,48,33,32,42,4,t1
brain_AXT1PRE_203_6000719,8,48,48,33,28,42,4,t1
brain_AXT1PRE_203_6000719,9,47,47,28,27,41,4,t1
brain_AXT1PRE_203_6000717,0,43,45,27,26,33,4,t1
brain_AXT1PRE_203_6000717,1,45,46,28,27,34,4,t1
brain_AXT1PRE_203_6000717,2,47,48,32,30,40,4,t1
brain_AXT1PRE_203_6000717,3,46,47,29,28,38,4,t1
brain_AXT1PRE_203_6000717,4,46,47,31,29,40,4,t1
brain_AXT1PRE_203_6000717,5,47,48,31,31,40,4,t1
brain_AXT1PRE_203_6000717,6,48,48,31,30,41,4,t1
brain_AXT1PRE_203_6000717,7,48,48,33,29,42,4,t1
brain_AXT1PRE_203_6000717,8,48,48,30,31,41,4,t1
brain_AXT1PRE_203_6000717,9,48,48,27,31,41,4,t1
brain_AXT1PRE_203_6000715,0,47,47,31,24,38,4,t1
brain_AXT1PRE_203_6000715,1,46,46,28,21,37,4,t1
brain_AXT1PRE_203_6000715,2,44,46,26,20,34,4,t1
brain_AXT1PRE_203_6000715,3,43,46,25,18,33,4,t1
brain_AXT1PRE_203_6000715,4,41,44,22,17,32,4,t1
brain_AXT1PRE_203_6000715,5,47,47,29,26,41,4,t1
brain_AXT1PRE_203_6000715,6,46,47,26,21,39,4,t1
brain_AXT1PRE_203_6000715,7,46,47,27,25,40,4,t1
brain_AXT1PRE_203_6000715,8,46,47,27,29,39,4,t1
brain_AXT1PRE_203_6000715,9,48,48,28,28,42,4,t1
brain_AXT1PRE_203_6000709,0,46,47,31,26,37,4,t1
brain_AXT1PRE_203_6000709,1,48,48,35,25,41,4,t1
brain_AXT1PRE_203_6000709,2,46,47,29,29,35,4,t1
brain_AXT1PRE_203_6000709,3,46,47,29,27,36,4,t1
brain_AXT1PRE_203_6000709,4,47,48,32,31,40,4,t1
brain_AXT1PRE_203_6000709,5,48,48,33,32,40,4,t1
brain_AXT1PRE_203_6000709,6,47,48,31,29,40,4,t1
brain_AXT1PRE_203_6000709,7,48,49,35,30,43,4,t1
brain_AXT1PRE_203_6000709,8,47,48,30,29,41,4,t1
brain_AXT1PRE_203_6000709,9,48,48,28,26,40,4,t1
brain_AXT1PRE_203_6000689,0,47,48,32,26,39,4,t1
brain_AXT1PRE_203_6000689,1,46,47,31,27,38,4,t1
brain_AXT1PRE_203_6000689,2,45,46,28,27,34,4,t1
brain_AXT1PRE_203_6000689,3,48,48,32,30,40,4,t1
brain_AXT1PRE_203_6000689,4,48,48,33,29,41,4,t1
brain_AXT1PRE_203_6000689,5,47,48,32,25,41,4,t1
brain_AXT1PRE_203_6000689,6,48,48,32,30,41,4,t1
brain_AXT1PRE_203_6000689,7,48,48,30,30,40,4,t1
brain_AXT1PRE_203_6000689,8,49,48,34,32,43,4,t1
brain_AXT1PRE_203_6000689,9,48,48,27,29,40,4,t1
brain_AXT1PRE_203_6000676,0,45,47,29,22,36,4,t1
brain_AXT1PRE_203_6000676,1,46,47,29,27,36,4,t1
brain_AXT1PRE_203_6000676,2,47,47,30,24,37,4,t1
brain_AXT1PRE_203_6000676,3,47,48,31,28,39,4,t1
brain_AXT1PRE_203_6000676,4,48,48,31,26,41,4,t1
brain_AXT1PRE_203_6000676,5,49,49,34,33,43,4,t1
brain_AXT1PRE_203_6000676,6,48,47,29,31,40,4,t1
brain_AXT1PRE_203_6000676,7,48,48,32,31,42,4,t1
brain_AXT1PRE_203_6000676,8,47,48,28,25,40,4,t1
brain_AXT1PRE_203_6000676,9,48,48,29,27,41,4,t1
brain_AXT1PRE_203_6000674,0,45,47,31,29,38,4,t1
brain_AXT1PRE_203_6000674,1,45,47,30,28,38,4,t1
brain_AXT1PRE_203_6000674,2,45,47,29,29,38,4,t1
brain_AXT1PRE_203_6000674,3,49,49,37,33,44,4,t1
brain_AXT1PRE_203_6000674,4,46,47,28,30,39,4,t1
brain_AXT1PRE_203_6000674,5,47,48,31,31,41,4,t1
brain_AXT1PRE_203_6000674,6,48,48,34,29,42,4,t1
brain_AXT1PRE_203_6000674,7,47,47,27,23,39,4,t1
brain_AXT1PRE_203_6000674,8,47,47,28,29,40,4,t1
brain_AXT1PRE_203_6000674,9,48,48,28,31,40,4,t1
brain_AXT1PRE_203_6000668,0,46,47,30,28,35,4,t1
brain_AXT1PRE_203_6000668,1,45,46,28,28,34,4,t1
brain_AXT1PRE_203_6000668,2,45,47,30,28,36,4,t1
brain_AXT1PRE_203_6000668,3,47,48,33,31,40,4,t1
brain_AXT1PRE_203_6000668,4,45,47,30,25,39,4,t1
brain_AXT1PRE_203_6000668,5,48,49,35,32,43,4,t1
brain_AXT1PRE_203_6000668,6,48,48,31,28,41,4,t1
brain_AXT1PRE_203_6000668,7,48,48,31,30,41,4,t1
brain_AXT1PRE_203_6000668,8,48,48,31,31,42,4,t1
brain_AXT1PRE_203_6000668,9,48,48,30,25,42,4,t1
brain_AXT1PRE_203_6000658,0,44,46,27,24,34,4,t1
brain_AXT1PRE_203_6000658,1,44,46,28,24,36,4,t1
brain_AXT1PRE_203_6000658,2,45,46,26,25,34,4,t1
brain_AXT1PRE_203_6000658,3,45,46,26,20,35,4,t1
brain_AXT1PRE_203_6000658,4,47,47,28,22,37,4,t1
brain_AXT1PRE_203_6000658,5,46,47,28,24,39,4,t1
brain_AXT1PRE_203_6000658,6,48,48,30,30,40,4,t1
brain_AXT1PRE_203_6000658,7,49,49,32,30,42,4,t1
brain_AXT1PRE_203_6000658,8,47,47,27,25,40,4,t1
brain_AXT1PRE_203_6000658,9,47,47,27,26,40,4,t1
brain_AXT1PRE_203_6000653,0,47,48,31,28,38,4,t1
brain_AXT1PRE_203_6000653,1,45,47,30,26,35,4,t1
brain_AXT1PRE_203_6000653,2,44,45,26,26,33,4,t1
brain_AXT1PRE_203_6000653,3,46,47,30,26,37,4,t1
brain_AXT1PRE_203_6000653,4,47,48,32,29,38,4,t1
brain_AXT1PRE_203_6000653,5,48,48,32,31,40,4,t1
brain_AXT1PRE_203_6000653,6,47,48,31,30,40,4,t1
brain_AXT1PRE_203_6000653,7,48,48,34,30,42,4,t1
brain_AXT1PRE_203_6000653,8,47,48,31,30,41,4,t1
brain_AXT1PRE_203_6000653,9,47,48,31,27,41,4,t1
brain_AXT1PRE_203_6000639,0,45,47,29,26,37,4,t1
brain_AXT1PRE_203_6000639,1,46,47,28,25,36,4,t1
brain_AXT1PRE_203_6000639,2,48,48,32,31,41,4,t1
brain_AXT1PRE_203_6000639,3,48,48,32,29,40,4,t1
brain_AXT1PRE_203_6000639,4,48,48,31,31,40,4,t1
brain_AXT1PRE_203_6000639,5,48,48,32,32,42,4,t1
brain_AXT1PRE_203_6000639,6,48,48,31,29,41,4,t1
brain_AXT1PRE_203_6000639,7,48,48,32,31,42,4,t1
brain_AXT1PRE_203_6000639,8,48,48,27,30,40,4,t1
brain_AXT1PRE_203_6000639,9,48,48,29,29,42,4,t1
brain_AXT1PRE_203_6000635,0,46,47,29,27,35,4,t1
brain_AXT1PRE_203_6000635,1,46,47,31,27,37,4,t1
brain_AXT1PRE_203_6000635,2,47,48,31,28,38,4,t1
brain_AXT1PRE_203_6000635,3,47,47,31,26,37,4,t1
brain_AXT1PRE_203_6000635,4,46,48,31,27,38,4,t1
brain_AXT1PRE_203_6000635,5,47,48,32,25,40,4,t1
brain_AXT1PRE_203_6000635,6,46,47,28,26,37,4,t1
brain_AXT1PRE_203_6000635,7,48,48,33,31,42,4,t1
brain_AXT1PRE_203_6000635,8,48,48,34,31,42,4,t1
brain_AXT1PRE_203_6000635,9,48,48,32,30,42,4,t1
brain_AXT1PRE_203_6000629,0,47,47,33,28,40,4,t1
brain_AXT1PRE_203_6000629,1,46,47,30,28,37,4,t1
brain_AXT1PRE_203_6000629,2,46,47,29,28,37,4,t1
brain_AXT1PRE_203_6000629,3,47,48,31,29,39,4,t1
brain_AXT1PRE_203_6000629,4,47,48,32,30,41,4,t1
brain_AXT1PRE_203_6000629,5,47,48,32,29,41,4,t1
brain_AXT1PRE_203_6000629,6,48,48,33,31,42,4,t1
brain_AXT1PRE_203_6000629,7,47,48,30,28,40,4,t1
brain_AXT1PRE_203_6000629,8,47,48,29,23,40,4,t1
brain_AXT1PRE_203_6000629,9,47,48,30,23,42,4,t1
brain_AXT1PRE_200_6002421,0,45,47,29,24,32,4,t1
brain_AXT1PRE_200_6002421,1,45,47,30,26,34,4,t1
brain_AXT1PRE_200_6002421,2,45,47,31,26,36,4,t1
brain_AXT1PRE_200_6002421,3,47,48,34,28,40,4,t1
brain_AXT1PRE_200_6002421,4,48,49,37,30,42,4,t1
brain_AXT1PRE_200_6002421,5,45,47,28,26,34,4,t1
brain_AXT1PRE_200_6002421,6,46,47,31,25,36,4,t1
brain_AXT1PRE_200_6002421,7,47,48,31,26,39,4,t1
brain_AXT1PRE_200_6002421,8,45,47,27,25,37,4,t1
brain_AXT1PRE_200_6002421,9,46,47,28,25,38,4,t1
brain_AXT1PRE_200_6002399,0,47,48,33,31,38,4,t1
brain_AXT1PRE_200_6002399,1,47,48,32,28,38,4,t1
brain_AXT1PRE_200_6002399,2,48,48,32,32,39,4,t1
brain_AXT1PRE_200_6002399,3,45,47,29,28,37,4,t1
brain_AXT1PRE_200_6002399,4,48,48,32,31,41,4,t1
brain_AXT1PRE_200_6002399,5,48,48,33,28,42,4,t1
brain_AXT1PRE_200_6002399,6,49,49,34,27,43,4,t1
brain_AXT1PRE_200_6002399,7,48,48,31,30,41,4,t1
brain_AXT1PRE_200_6002399,8,48,48,33,30,42,4,t1
brain_AXT1PRE_200_6002399,9,48,48,32,30,42,4,t1
brain_AXT1PRE_200_6002395,0,46,47,32,28,37,4,t1
brain_AXT1PRE_200_6002395,1,46,47,29,29,35,4,t1
brain_AXT1PRE_200_6002395,2,47,47,31,31,36,4,t1
brain_AXT1PRE_200_6002395,3,47,48,32,30,38,4,t1
brain_AXT1PRE_200_6002395,4,46,47,30,28,36,4,t1
brain_AXT1PRE_200_6002395,5,47,48,33,29,41,4,t1
brain_AXT1PRE_200_6002395,6,48,48,33,25,41,4,t1
brain_AXT1PRE_200_6002395,7,48,48,34,27,42,4,t1
